session_id,worker_id,order_id,model,prompt,sequence_id,question_id,question_type,question_category,question_text,choice_a,choice_b,choice_c,choice_d,answer,answer_text,lm_used,user_queries,user_query_types,lm_responses,user_answer,user_correct,elapsed_time,num_queries,num_events
98298cc01d4a4bb29264b250560984fc,3b70c1269d5ab4e2fa7a36e7e09a0296,5,InstructDavinci,0,0,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.14,0,2
98298cc01d4a4bb29264b250560984fc,3b70c1269d5ab4e2fa7a36e7e09a0296,6,InstructDavinci,0,0,15,ctrl,US foreign policy,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",Irrationality on the part of the leadership,"Costs of free trade are concentrated, but benefits are dispersed",Regime type,International conflict prevents trade,b,"Costs of free trade are concentrated, but benefits are dispersed",0,[],[],[],b,1,0.14,0,2
98298cc01d4a4bb29264b250560984fc,3b70c1269d5ab4e2fa7a36e7e09a0296,7,InstructDavinci,0,0,18,ctrl,Nutrition,What is the primary lipoprotein secreted from the liver that is at least partially composed of dietary derived lipids?,Chylomicrons,HDL,VLDL,LDL,c,VLDL,0,[],[],[],c,1,0.15,0,2
98298cc01d4a4bb29264b250560984fc,3b70c1269d5ab4e2fa7a36e7e09a0296,8,InstructDavinci,0,0,12,ctrl,US foreign policy,"Peace, commerce, and honest friendship with all nations, entangling alliances with none'. Identify the speaker.",James Madison,Abraham Lincoln,Woodrow Wilson,Thomas Jefferson,d,Thomas Jefferson,0,[],[],[],d,1,0.13,0,2
98298cc01d4a4bb29264b250560984fc,3b70c1269d5ab4e2fa7a36e7e09a0296,9,InstructDavinci,0,0,11,ctrl,Global facts,Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,a,minimum wage legislation,0,[],[],[],b,0,0.09,0,2
98298cc01d4a4bb29264b250560984fc,3b70c1269d5ab4e2fa7a36e7e09a0296,10,InstructDavinci,0,0,4,ctrl,Miscellany,In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,d,North Pole,0,[],[],[],d,1,8.56,0,7
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,0,Davinci,19,19,5,ctrl,Miscellany,In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,d,thousand,0,[],[],[],d,1,0.15,0,3
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,1,Davinci,19,19,14,ctrl,US foreign policy,"Within the United Nations, real power is located in",the Security Council.,the Chamber of Deputies.,the Council of Ministers.,the Secretariat.,a,the Security Council.,0,[],[],[],a,1,0.01,0,2
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,2,Davinci,19,19,10,ctrl,Global facts,The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,c,15-49,0,[],[],[],c,1,0.02,0,2
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,3,Davinci,19,19,24,ctrl,College chemistry,Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,Neutrons,Alpha particles,Beta particles,X-rays,a,Neutrons,0,[],[],[],b,0,0.02,0,2
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,4,Davinci,19,19,29,ctrl,College chemistry,The fact that the infrared absorption frequency of deuterium chloride (DCl) is shifted from that of hydrogen chloride (HCl) is due to the differences in their,electron distribution,dipole moment,force constant,reduced mass,d,reduced mass,0,[],[],[],d,1,0.01,0,2
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,5,Davinci,19,19,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.02,0,2
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,6,Davinci,19,19,0,lm,Miscellany,During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,b,War of 1812,1,['what war did francis scott key write star spangled banner?'],['close;question'],"['Francis Scott Key was an American lawyer, author, and amateur poet from Georgetown who wrote the words to the Star Spangled Banner. He was inspired by a flag that flew over Fort McHenry during the Battle of Baltimore in the War of 1812.\n\nWhat war did Francis Scott Key write Star Spangled Banner?\n\nFrancis Scott Key was an American lawyer, author, and amateur poet from Georgetown who wrote the words to the Star Spangled Banner. He was inspired by']",b,1,0.32,1,64
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,7,Davinci,19,19,16,lm,US foreign policy,What were the 'open-door notes'?,An American declaration that the US was always open to Chinese immigration,"An American proclamation that China should be divided up between the US, Japan and the European empires",An American proclamation that China should be open to US trade and missionaries,An American declaration of support for Chinese economic protectionism,c,An American proclamation that China should be open to US trade and missionaries,1,['what are the open-door notes?'],['close;question'],"['When a door is open, it is possible to see through it to the other side. This is an open-door note.\n\nThis is a closed-door note. It is not possible to see through it.\n\nWhat are the closed-door notes?\n\nWhen a door is closed, it is impossible to see through it. This is a closed-door note.\n\nThis is an open-door note. It is not possible to see through it.']",c,1,0.29,1,36
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,8,Davinci,19,19,8,lm,Global facts,"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,b,26%,0,[],[],[],d,0,0.01,0,2
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,9,Davinci,19,19,20,lm,Nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,b,Muscle contains more water than fat,0,[],[],[],b,1,0.01,0,2
9877965ee02941169e1b2a33cc9d9750,68ae1facfff6201bba3ace99c15dbae3,10,Davinci,19,19,22,lm,Nutrition,What is the basic functional unit of skeletal muscle tissue?,the muscle fibre,the sarcomere,the myofibril,the sarcoplasmic reticulum,b,the sarcomere,1,['what is the basic funcitonal unit of skeletal muscle tissue?'],['close;question'],"['myofibril\n\nwhat are the three major proteins found in myofibrils?\n\nactin, myosin, and titin\n\nwhat are the two types of myofibrils?\n\nthick and thin\n\nwhat is the thick myofibril?\n\ncomposed of myosin and actin\n\nwhat are the thin myofibrils?\n\ncomposed of actin only\n\nwhat are the two types']",c,0,0.29,1,77
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,0,InstructDavinci,60,60,23,lm,Nutrition,"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,d,Meat and Dairy products,1,"['root. fruits. beans. meat. which is seeing a rise in food commodities?', 'root and tubers. fruits and vegetables. beans and lentils. meat and diary products. on a global scale, which is seeing a rise in food commodities?', 'root and tubers. fruits and vegetables. beans and lentils. meat and diary products. on a global scale, what is seeing a rise in food commodities?', 'root and tubers. fruits and vegetables. beans and lentils. meat and diary products. on a global scale, what is seeing a rise in food?', 'root and tubers. fruits and vegetables. beans and lentils. meat and diary products. on a global scale, wat food is seeing a rise.', 'what is seeing a rise in food commodities?', 'what is seeing a rise in food commodities? fruits and vegetables or meat and diary products?']","['question', 'question', 'question', 'question', 'choices', 'question', 'question']","['The price of food commodities is seeing a rise due to a number of factors. These include population growth, climate change, and the increasing demand for food from a growing middle class in developing countries.', 'The prices of food commodities are rising globally due to a number of factors such as population growth, climate change, and increased demand for biofuels.', 'There is a rise in food commodities prices on a global scale. This is due to a number of factors, including population growth, climate change, and the increasing demand for food from countries like China and India.', 'There is no one food that is seeing a rise in food prices globally. Rather, the prices of many different foods are increasing. This is likely due to a variety of factors, including climate change, population growth, and increasing demand for food from developing countries.', 'There is a rise in demand for food items such as meat, dairy products and fruits and vegetables.', 'Food commodities are seeing a rise in price due to a number of factors. These include increased demand from developing countries, droughts, and other weather-related events.', 'Fruits and vegetables.']",b,0,3.33,7,341
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,1,InstructDavinci,60,60,20,lm,Nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,b,Muscle contains more water than fat,1,"['why does an electrical current travel faster through muscle than it does through fat?', 'does a muscle contain more water than fat?']","['close;question', 'question']","['The electrical current travels faster through muscle because it is a better conductor than fat.', 'A muscle contains more water than fat.']",b,1,1.06,2,162
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,2,InstructDavinci,60,60,29,lm,College chemistry,The fact that the infrared absorption frequency of deuterium chloride (DCl) is shifted from that of hydrogen chloride (HCl) is due to the differences in their,electron distribution,dipole moment,force constant,reduced mass,d,reduced mass,1,"['The infrared absorption frequency of DCI is shifted from that of HCI because of their differences in: electonr distribution, dipole moment, force constant, reduced mass.', 'The infrared absorption frequency of DCI is shifted from that of HCI because of their differences in?']","['choices', 'close;question']","['The infrared absorption frequency of DCI is shifted from that of HCI because of their differences in: electron distribution, dipole moment, force constant, and reduced mass.', 'The difference in the infrared absorption frequency of DCI and HCI is due to the difference in the strength of the dipole-dipole interaction between the molecules.']",b,0,1.48,2,248
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,3,InstructDavinci,60,60,24,lm,College chemistry,Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,Neutrons,Alpha particles,Beta particles,X-rays,a,Neutrons,1,['what makes cobalt-60?'],['question'],['Cobalt-60 is a radioactive isotope of cobalt. It is produced in nuclear reactors by neutron activation of cobalt-59.'],a,1,0.55,1,31
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,4,InstructDavinci,60,60,15,lm,US foreign policy,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",Irrationality on the part of the leadership,"Costs of free trade are concentrated, but benefits are dispersed",Regime type,International conflict prevents trade,b,"Costs of free trade are concentrated, but benefits are dispersed",1,"['why do countries try to protect their firms from exposure to the world market?', 'why do countries try to protect their firms from exposure to the world market? irrationality, cost, regime type or international conflict?', 'why do countries try to protect their firms from exposure to the world market? irrationality, cost, regime type or international conflict']","['question', 'question', 'question']","['There are a few reasons why countries might try to protect their firms from exposure to the world market. One reason is that the country might want to ensure that its firms are able to compete in the global market. Another reason is that the country might want to protect its firms from competition from foreign firms.', ""There could be a number of reasons why countries try to protect their firms from exposure to the world market. One reason may be that the firms are not as efficient as firms in other countries and are not able to compete in the global market. Another reason may be that the country is concerned about the impact that exposure to the global market may have on the country's economy and the firms within it. Additionally, a country may try to protect its firms from exposure to the global market in order to"", ""There are a number of reasons why countries might try to protect their firms from exposure to the world market. One reason is that firms may be irrational and not make decisions that are in the best interest of the country. Another reason is that it may be costly for a country to have its firms compete in the global market. A third reason is that a country's regime type or international conflict may make it difficult for firms to compete in the global market.""]",d,0,1.35,3,159
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,5,InstructDavinci,60,60,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.18,0,2
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,6,InstructDavinci,60,60,0,ctrl,Miscellany,During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,b,War of 1812,0,[],[],[],a,0,0.23,0,2
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,7,InstructDavinci,60,60,6,ctrl,Global facts,"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,b,30%,0,[],[],[],b,1,0.03,0,2
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,8,InstructDavinci,60,60,16,ctrl,US foreign policy,What were the 'open-door notes'?,An American declaration that the US was always open to Chinese immigration,"An American proclamation that China should be divided up between the US, Japan and the European empires",An American proclamation that China should be open to US trade and missionaries,An American declaration of support for Chinese economic protectionism,c,An American proclamation that China should be open to US trade and missionaries,0,[],[],[],c,1,0.03,0,2
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,9,InstructDavinci,60,60,3,ctrl,Miscellany,Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,c,SEC,0,[],[],[],c,1,0.18,0,2
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,10,InstructDavinci,60,60,11,ctrl,Global facts,Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,a,minimum wage legislation,0,[],[],[],d,0,0.08,0,3
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,0,Jumbo,25,25,18,ctrl,Nutrition,What is the primary lipoprotein secreted from the liver that is at least partially composed of dietary derived lipids?,Chylomicrons,HDL,VLDL,LDL,c,VLDL,0,[],[],[],d,0,0.59,0,4
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,1,Jumbo,25,25,15,ctrl,US foreign policy,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",Irrationality on the part of the leadership,"Costs of free trade are concentrated, but benefits are dispersed",Regime type,International conflict prevents trade,b,"Costs of free trade are concentrated, but benefits are dispersed",0,[],[],[],d,0,0.02,0,2
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,2,Jumbo,25,25,19,ctrl,Nutrition,The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?,Vitamin A and D,Vitamin A and K,Vitamin D and E,None of the above,d,None of the above,0,[],[],[],b,0,0.02,0,2
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,3,Jumbo,25,25,27,ctrl,College chemistry,Which of the following is always true of a spontaneous process?,The process is exothermic.,The process does not involve any work.,The entropy of the system increases.,The total entropy of the system plus surroundings increases.,d,The total entropy of the system plus surroundings increases.,0,[],[],[],d,1,0.02,0,2
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,4,Jumbo,25,25,7,ctrl,Global facts,Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,d,57%,0,[],[],[],a,0,0.03,0,2
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,5,Jumbo,25,25,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.03,0,2
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,6,Jumbo,25,25,25,lm,College chemistry,"All proteins absorb electromagnetic radiation of wavelength around 190 nm, which corresponds to a π → π* excitation in the protein molecule. In which region of the spectrum is this wavelength found?",X-ray,Ultraviolet,Visible,Infrared,b,Ultraviolet,1,"['In what region of the spectrum is the wavelength 190 nm found?', 'In what region of the electromagnetic radiation spectrum is the wavelength 190 nm found?']","['question', 'question']","['Which of the following is the correct statement?\nThe concentration of the dye in solution should be 0.1 M, and the concentration of the acid should be 0.1 M.\nThe concentration of the dye in solution should be 0.01 M, and the concentration of the acid should be 0.1 M.\nThe concentration of the dye in solution should be 0.001 M, and the concentration of the acid should be 0.1 M.\nThe concentration of the dye in solution should be 0.0001 M, and the concentration of the acid should be 0.', 'What region of the electromagnetic spectrum has wavelengths between 1.2 x 10-13 and 1.2 x 10-11 m?\nIn which region of the electromagnetic spectrum is the wavelength 3.0 x 10-9 m found?\nThe region of the electromagnetic spectrum with wavelengths between 1.0 x 10-7 and 1.0 x 10-6 m is called?\nThe region of the electromagnetic spectrum with wavelengths between 1.0 x 10-7 and 1.']",b,1,1.35,2,97
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,7,Jumbo,25,25,1,lm,Miscellany,What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,d,Huey Dewey Louie,1,"[""Who are Donald Duck's nephews?"", 'Does Donald Duck have nephews?']","['close;question', 'question']","[""Who are Donald Duck's nephews? by Brian Handwerk\n\nDisney is considering a live-action remake of The Rocketeer\n\nDisney is reportedly considering a live-action remake of The Rocketeer.\n\nAccording to The Hollywood Reporter, the studio has hired Max Winkler to write a script for the remake of the 1991 film.\n\nThe Rocketeer, which is based on a comic book series of the same name, follows a stunt pilot who discovers a rocket pack and uses it to fight crime.\n\nThe role was played by Billy Campbell in the 1991 film.\n\nDisney is reportedly considering a live-action remake of The Rocketeer."", ""Yes, Donald Duck's nephews are Huey, Dewey and Louie. They're Donald's three young nephews.\nAre Donald Duck's nephews triplets?\nNo, Donald Duck's nephews are triplets. Huey, Dewey and Louie are Donald's three young nephews.\nWho are Huey, Dewey and Louie?\nHuey, Dewey and Louie are Donald Duck's three young nephews.\nHow many nephews does Donald Duck have?\nDonald Duck has 3 nephews: Huey, Dewey and Louie.\nWho are Huey, Dewey""]",d,1,0.82,2,78
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,8,Jumbo,25,25,8,lm,Global facts,"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,b,26%,1,['What percentage of India used the internet in the last 3 months?'],['question'],['Which Indian city has the highest number of internet users?\nWhich of the following is / are the top (most commonly) used social media website(s) in India?\nWhich of the following is / are the top (most commonly) used video sharing website(s) in India?\nWhich of the following is / are the top (most commonly) used photo sharing website(s) in India?\nWhich of the following is / are the top (most commonly) used blog website(s) in India?\nWhich of the following is / are the top (most'],d,0,0.61,1,81
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,9,Jumbo,25,25,13,lm,US foreign policy,What was the Clinton Administration's policy on the Russian economy?,The US inhibited the marketization of the Russian economy,The US promoted the marketization of the Russian economy,The US supported public ownership of natural resources,"None, the US was only concerned with security issues",b,The US promoted the marketization of the Russian economy,1,"[""What was the Clinton Administration's policy on the Russian economy?"", 'Did the US promote the marketization of the Russian economy during Clinton Administration?']","['exact;question', 'question']","[""Clinton's team had inherited a tough situation. The Soviet Union had collapsed in 1991, and Boris Yeltsin, Russia's first elected president, had privatized much of the economy. But Yeltsin's government was corrupt and incompetent, and the country experienced hyperinflation. By 1996, the ruble had lost 90 percent of its value.\n\nThe Clinton Administration tried to help Russia through the International Monetary Fund. In August 1996, Treasury Secretary Robert Rubin and Deputy Treasury Secretary Larry Summers negotiated a $20 billion loan for Russia. But the IMF required Russia to cut spending,"", 'The Clinton Administration was a time when the United States promoted the marketization of Russia.\n\nThe Clinton Administration was a time when the United States promoted the marketization of Russia.\n\n“The Clinton Administration was a time when the United States promoted the marketization of Russia.”\n\nThe Clinton Administration was a time when the United States promoted the marketization of Russia.\n\n“The Clinton Administration was a time when the United States promoted the marketization of Russia.”\n\nThe Clinton Administration was a time when the United States promoted the marketization of Russia.\n\n“The Clinton Administration was a time when the United States promoted the marketization of Russia.”\n\nThe Clinton Administration was']",b,1,1.79,2,112
9a96d682a5c9473aad5e2b1da78730df,5ccee5346375b075ef4f228a15842eb1,10,Jumbo,25,25,5,lm,Miscellany,In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,d,thousand,1,"['What does Y2K stand for?', 'What does K stand for in Y2K?', ""In the phrase 'Y2K' what does 'K' stand for?""]","['question', 'question', 'exact;question']","['Y2K stands for ""Year 2000""\nHow to abbreviate ""Year 2000""?\nWhat is the meaning of Y2K abbreviation?\nThe meaning of Y2K abbreviation is ""Year 2000""\nY2K as abbreviation means ""Year 2000""', 'What does K stand for in Y2K? Is this a joke?\nK stands for ""Kludge"". Kludge is a made-up word, like ""Grok"", ""Grokking"", ""Grok"", ""Grokking"", ""Grok"", ""Grokking"", ""Grok"", ""Grokking"", ""Grok"", ""Grokking"", ""Grok"", ""Grokking"", ""Grok"", ""G', ""A:\n\nQuick Answer\n\nThe 'K' in Y2K stands for '2000,' which is the year in which the year 2000 problem was likely to occur. The year 2000 problem was a computer problem that was anticipated to occur in 2000, when many computers could not tell the difference between the year 2000 and the year 1900.\n\nKeep Learning\n\nThe year 2000 problem was anticipated in 1999 when many computers could not tell the difference between the year 2000 and the year 1900. This caused many computers to malfunction, as the year 2000 was interpreted by the computer""]",d,1,1.18,3,68
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,0,InstructDavinci,92,92,6,ctrl,Global facts,"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,b,30%,0,[],[],[],a,0,0.83,0,4
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,1,InstructDavinci,92,92,15,ctrl,US foreign policy,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",Irrationality on the part of the leadership,"Costs of free trade are concentrated, but benefits are dispersed",Regime type,International conflict prevents trade,b,"Costs of free trade are concentrated, but benefits are dispersed",0,[],[],[],a,0,0.02,0,2
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,2,InstructDavinci,92,92,8,ctrl,Global facts,"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,b,26%,0,[],[],[],c,0,0.02,0,2
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,3,InstructDavinci,92,92,28,ctrl,College chemistry,A buffer is made from equal concentrations of a weak acid and its conjugate base. Doubling the volume of the buffer solution by adding water has what effect on its pH?,It has little effect.,It significantly increases the pH.,It significantly decreases the pH.,It changes the pH asymptotically to the pKa of the acid.,a,It has little effect.,0,[],[],[],d,0,0.56,0,3
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,4,InstructDavinci,92,92,3,ctrl,Miscellany,Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,c,SEC,0,[],[],[],c,1,0.04,0,2
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,5,InstructDavinci,92,92,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.03,0,2
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,6,InstructDavinci,92,92,0,lm,Miscellany,During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,b,War of 1812,1,"['describe the ""Star-Spangled Banner""']",['command'],"['The ""Star-Spangled Banner"" is the national anthem of the United States. The song is about the Battle of Baltimore, which took place during the War of 1812. Francis Scott Key wrote the song after he saw the American flag flying over Fort McHenry.']",b,1,0.57,1,65
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,7,InstructDavinci,92,92,12,lm,US foreign policy,"Peace, commerce, and honest friendship with all nations, entangling alliances with none'. Identify the speaker.",James Madison,Abraham Lincoln,Woodrow Wilson,Thomas Jefferson,d,Thomas Jefferson,1,"['describe the source of ""Peace, commerce, and honest friendship with all nations, entangling alliances with none""', 'describe the ""Foreign relations clause"" of the US constitution', 'describe the author of ""Foreign relations clause"" of the US constitution', 'describe the author of ""Foreign relations clause"" of the US constitution']","['close;command', 'command', 'command', 'command']","['The phrase ""peace, commerce, and honest friendship with all nations, entangling alliances with none"" is from the United States Constitution. It is from the opening sentence of the United States Constitution\'s Foreign Relations Clause.', 'The Foreign relations clause of the US Constitution is a provision that grants the federal government authority to conduct foreign relations. It is found in Article II, Section 2, and states that the president ""shall have Power, by and with the Advice and Consent of the Senate, to make Treaties, provided two thirds of the Senators present concur; and he shall nominate, and by and with the Advice and Consent of the Senate, shall appoint Ambassadors, other public Ministers and Consuls, Judges', 'The author of the Foreign relations clause of the US Constitution is James Madison.', 'The author of the Foreign relations clause of the US Constitution is unknown.']",a,0,1.45,4,136
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,8,InstructDavinci,92,92,29,lm,College chemistry,The fact that the infrared absorption frequency of deuterium chloride (DCl) is shifted from that of hydrogen chloride (HCl) is due to the differences in their,electron distribution,dipole moment,force constant,reduced mass,d,reduced mass,1,"['describe what impacts the infrared absorption frequency', 'describe the infrared absorption frequency', 'describe a dipole moment', 'describe a force constant', 'describe how electron distributions effect ""infrared absorption frequency""']","['command', 'command', 'command', 'command', 'command']","[""of a molecule has on the molecule\n\nThe infrared absorption frequency of a molecule affects the molecule's vibrational energy."", 'The infrared absorption frequency is the frequency at which infrared radiation is absorbed by a material.', 'A dipole moment is a measure of the separation of positive and negative charges in a molecule. It is typically represented by the symbol ""μ"" and is measured in Debye units.', 'A force constant is a measure of the stiffness of a spring. It is the ratio of the applied force to the displacement of the spring.', 'The electron distributions in an atom will effect the absorption frequency of infrared radiation. The higher the electron density in an atom, the higher the absorption frequency will be.']",a,0,3.1,5,244
9c2fb7d086bf462f8e2bd78789a811fe,57e0a3221f057e7324a484be0e75a67e,9,InstructDavinci,92,92,22,lm,Nutrition,What is the basic functional unit of skeletal muscle tissue?,the muscle fibre,the sarcomere,the myofibril,the sarcoplasmic reticulum,b,the sarcomere,1,"['describe the functional units of ""skeletal muscle tissue""', 'describe the basic functional unit of ""skeletal muscle tissue""']","['close;command', 'close;command']","['Skeletal muscle tissue is made up of muscle cells, or fibers. These muscle cells are long and thin, and they work together to contract and move the skeleton.', 'The basic functional unit of skeletal muscle tissue is the muscle fiber.']",a,0,1.34,2,109
