name,session_id,worker_id,order_id,model,prompt,elapsed_time,document,original_summary,original_normalized_summary,original_length,original_consistency,original_coherency,original_relevance,edited_summary,edited_normalized_summary,edited_length,edited_consistency,edited_coherency,edited_relevance,distance,original_consistency_third_party,original_relevance_third_party,original_coherency_third_party,edited_consistency_third_party,edited_relevance_third_party,edited_coherency_third_party
summary-06,3af887d1376041dbbcd9f2d14b74cac0,ca8f171d201e05ab91f1f9c21ec5de41,6,Davinci,6,3.73,"Minor scorch damage was caused to the rear bathroom window of the property in Golf Terrace at about 19:30 GMT on Saturday. The male occupant had only recently moved into the house. The police have said they are still working to establish a motive and have appealed for anyone with information to contact them. Sinn FÃ©in's John O'Dowd said it was a worrying development following a series of attacks in Banbridge. ""There is growing concern in the community that there is a level of coordination behind these attacks,"" he said. ""Those behind them don't care that they seriously injure or kill the intended target or someone in the vicinity.""",Minor scorch damage was caused to the rear bathroom window of the property in Golf Terrace at about 19:30 GMT on Saturday.,minor scorch damage was caused to the rear bathroom window of the property in golf terrace at about 1930 gmt on saturday,22,True,True,False,"Minor scorch damage was caused to the rear bathroom window of the property in Golf Terrace on Saturday, following a series of attacks in Banbridge. The police said that the attacks were concerning as there was a level of coordination behind them.",minor scorch damage was caused to the rear bathroom window of the property in golf terrace on saturday following a series of attacks in banbridge the police said that the attacks were concerning as there was a level of coordination behind them,42,True,True,True,26,,,,,,
summary-07,3af887d1376041dbbcd9f2d14b74cac0,ca8f171d201e05ab91f1f9c21ec5de41,7,Davinci,6,3.3,"The 27-year-old played in 112 Ospreys games since his debut in 2008 but made only 15 appearances in the past two campaigns because of a groin problem. He had signed a one-year contract extension with the Welsh club in April. ""Ryan is in the prime of his career and has played at the highest level,"" Bristol director of rugby Andy Robinson told the club website. Bevington said: ""I'm excited about the opportunity to represent Bristol and to play in the top flight of English rugby.""",Ryan Bevington has joined Bristol from Ospreys.,ryan bevington has joined bristol from ospreys,7,True,False,True,Former Ospreys player Ryan Bevington has joined Bristol. Bristol director Andy Robinson told the club website that Ryan has played at the highest level.,former ospreys player ryan bevington has joined bristol bristol director andy robinson told the club website that ryan has played at the highest level,24,True,True,True,19,,,,,,
summary-08,3af887d1376041dbbcd9f2d14b74cac0,ca8f171d201e05ab91f1f9c21ec5de41,8,Davinci,6,1.74,"Full-back Josh Law, 26, arrives on a one-year deal after leaving Fir Park by mutual consent in the summer. Keeper Connor Ripley, 23, has agreed a season-long loan from Middlesbrough after spending last season in Scotland. Leeds United striker Lee Erwin, 23, has also joined on loan 12 months after moving to Elland Road from Motherwell. Find all the latest football transfers on our dedicated page.",Leeds United have signed three players on loan.,leeds united have signed three players on loan,8,False,True,False,"Leeds United have signed full-back Josh Law on a one-year deal, and keeper Connor Ripley and striker Lee Erwinon on loan.",leeds united have signed fullback josh law on a oneyear deal and keeper connor ripley and striker lee erwinon on loan,21,True,True,True,15,,,,,,
summary-09,3af887d1376041dbbcd9f2d14b74cac0,ca8f171d201e05ab91f1f9c21ec5de41,9,Davinci,6,4.44,"The 1970s Welsh rugby star's wife Mari, family and friends will watch 'Grav' at Mynydd-y-Garreg Hall, Carmarthenshire. Former Llanelli RFC centre, Gravell, who was also a broadcaster and actor, died in 2007, aged 56, after problems related to diabetes. Grav, a one-man show with actor Gareth Bale, was first performed in January. Pembrokeshire-based Torch Theatre took the production on tour around Wales earlier this year. Following Saturday's performance, it will move to Chapter Arts Centre, Cardiff, before its stint at the Edinburgh Festival this summer.","The 1970s Welsh rugby star's wife Mari, family and friends will watch 'Grav' at Mynydd-y-Garreg Hall, Carmarthenshire.",the 1970s welsh rugby stars wife mari family and friends will watch grav at mynyddygarreg hall carmarthenshire,17,True,False,True,"The 1970s Welsh rugby star's wife Mari, family and friends will watch 'Grav', a one-man show with actor Gareth Bale, at Mynydd-y-Garreg Hall, Carmarthenshire. The show will move to Chapter Arts Centre, Cardiff, before its stint at the Edinburgh Festival this summer.",the 1970s welsh rugby stars wife mari family and friends will watch grav a oneman show with actor gareth bale at mynyddygarreg hall carmarthenshire the show will move to chapter arts centre cardiff before its stint at the edinburgh festival this summer,42,True,True,True,26,,,,,,
summary-00,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,0,InstructDavinci,8,0.72,"The 21-year-old joined the Rams in July 2014, when his contract at Newcastle United expired. His only first-team appearance for the Rams so far came in January's FA Cup third-round win at Hartlepool. ""We think Jonathan is one of the best young goalkeepers around,"" said Luton boss Nathan Jones. Mitchell is eligible to make his Luton debut against Leyton Orient on Saturday. Find all the latest football transfers on our dedicated page.",Derby County goalkeeper Jonathan Mitchell has joined League Two side Luton Town on loan.,derby county goalkeeper jonathan mitchell has joined league two side luton town on loan,14,False,True,True,"Goalkeeper Jonathan Mitchell joined Luton, and is eligible to make his debut with them against Leyton Orient on Saturday.",goalkeeper jonathan mitchell joined luton and is eligible to make his debut with them against leyton orient on saturday,19,True,True,True,18,,,,,,
summary-01,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,1,InstructDavinci,8,0.81,"They approved in principle the Â£40m complex south of the town around the former Jedforest Hotel. About 50 jobs could be created by the two-phase development being proposed by Mossburn Distillers. The project needs clearance from the Scottish government due to potential flooding issues raised by the Scottish Environment Protection Agency. The first phase of the development between 2017 and 2018 would see a small distillery built to educate visitors in the ""craft of making spirit"". A larger-scale distillery, capable of producing millions of bottles per year, would be completed by 2021.","The Scottish government has given clearance to a proposal for a distillery in the Borders, with the potential to create 50 jobs.",the scottish government has given clearance to a proposal for a distillery in the borders with the potential to create 50 jobs,22,False,True,False,The Scottish government will need to give clearance to a proposal for a distillery being proposed by Mossburn Distillers that has the potential to create 50 jobs.,the scottish government will need to give clearance to a proposal for a distillery being proposed by mossburn distillers that has the potential to create 50 jobs,27,True,True,True,11,0.67,3.67,5.0,1.0,4.67,5.0
summary-02,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,2,InstructDavinci,8,0.03,"Officers were called to the rave in Avonside Industrial Estate, off Feeder Road, in the early hours. A spokesman said a ""large number"" of people were partying and three officers were injured. Eight people were arrested for offences including assaulting police, public order, criminal damage and driving under the influence of alcohol. Support units, dogs and roads policing officers were drafted in to close down the event. Det Insp Dom Graham of Avon and Somerset Police said: ""Some of our officers were targeted with makeshift missiles during the course of their duties, which is completely unacceptable.""","A rave in Avonside Industrial Estate, off Feeder Road, in the early hours led to the arrest of eight people and the injury of three officers.",a rave in avonside industrial estate off feeder road in the early hours led to the arrest of eight people and the injury of three officers,26,True,True,True,"A rave in Avonside Industrial Estate, off Feeder Road, in the early hours led to the arrest of eight people and the injury of three officers.",a rave in avonside industrial estate off feeder road in the early hours led to the arrest of eight people and the injury of three officers,26,True,True,True,0,1.0,5.0,5.0,1.0,5.0,5.0
summary-03,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,3,InstructDavinci,8,0.06,"A car was in collision with a van at the junction of Fryers Road and Leamore Lane, in Bloxwich, at about 23:00 BST on Sunday. A 21-year-old man, who was travelling in the car, died at the scene. A 20-year-old passenger is in a critical condition in hospital. Police said the 28-year-old driver of the car was arrested. See more stories from across Birmingham and the Black Country here Police said no-one in the van was injured.",A 21-year-old man died and a 20-year-old passenger is in a critical condition after a car collided with a van.,a 21yearold man died and a 20yearold passenger is in a critical condition after a car collided with a van,20,True,True,True,A 21-year-old man died and a 20-year-old passenger is in a critical condition after a car collided with a van.,a 21yearold man died and a 20yearold passenger is in a critical condition after a car collided with a van,20,True,True,True,0,,,,,,
summary-04,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,4,InstructDavinci,8,0.51,Ms Brown and a 29-year-old man were recovered from the water after police heard shouts near Wandsworth Bridge at 23:45 GMT on Tuesday. The pair were taken to hospital where Ms Brown died. A boat was later recovered from the water at the scene. Ms Brown lived in East Finchley but was originally from Welling in Bexley. A post-mortem examination at St George's Hospital on Friday failed to establish a cause of death and the coroner ordered further tests. An inquest will open on Tuesday.,A woman died after being recovered from the water near Wandsworth Bridge.,a woman died after being recovered from the water near wandsworth bridge,12,True,True,True,"A man and woman were recovered from the water near Wandsworth Bridge, with the woman later dying after being taken to a hospital.",a man and woman were recovered from the water near wandsworth bridge with the woman later dying after being taken to a hospital,23,True,True,True,16,,,,,,
summary-05,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,5,InstructDavinci,8,0.43,"The 19-year-old, who was born in Canada, made his Blues debut on the final day of last season against Premier League champions Leicester. Tomori has signed in time to be involved in the Seagulls' Championship game at home to Cardiff on Tuesday. ""He'll give us good defensive cover for the first-team for the second half of the season,"" said boss Chris Hughton. Brighton are second in the table but will go above leaders Newcastle if they win their game in hand against the Bluebirds. Find all the latest football transfers on our dedicated page or visit our Premier League tracker here. This site is optimised for modern web browsers, and does not fully support your browser",Chelsea defender Fikayo Tomori has joined Championship side Brighton on loan until the end of the season.,chelsea defender fikayo tomori has joined championship side brighton on loan until the end of the season,17,False,True,False,19-year-old defender Tomori made his Blues debut on the final day of last season against Premier League champions Leicester.,19yearold defender tomori made his blues debut on the final day of last season against premier league champions leicester,19,True,True,True,18,,,,,,
summary-06,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,6,InstructDavinci,8,0.43,"The first round of funding for Poole Park follows a fundraising campaign by the Friends of Poole Park. The cash will be spent over the next two years while a detailed research and monitoring project on the boating lake is carried out. Borough councillor Xena Dion said it was a ""huge step"" in the revamp plans. The development phase of the project is expected to be completed in late 2016, with the second phase of the bid submitted shortly after. The park was opened in 1890 by Edward Prince of Wales.","Poole Park will receive £40,000 in funding to help with its revamp plans.",poole park will receive £40000 in funding to help with its revamp plans,13,False,True,False,Poole Park hand a fundraising campaign and a  first round of funding to help with its revamp plans.,poole park hand a fundraising campaign and a  first round of funding to help with its revamp plans,18,True,True,True,9,0.33,3.67,4.67,1.0,3.33,3.33
summary-07,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,7,InstructDavinci,8,0.42,"His club Roma said the 24-year-old had tests on Thursday which revealed ""a lesion of the ligament"", adding the prognosis was a 21-day rest period. Salah, who has nine goals in 16 games for the Italian side this season, was injured in training on Wednesday. Egypt begin their Nations Cup campaign on 17 January against Mali. The Pharaohs are in Group D, which is completed by Ghana and Uganda. Hosts Gabon kick off the tournament on 14 January with a Group A match against Guinea-Bissau. The final will take place on 5 February.","Salah, who has nine goals in 16 games for the Italian side this season, was injured in training on Wednesday.",salah who has nine goals in 16 games for the italian side this season was injured in training on wednesday,20,True,True,True,"Salah, who has nine goals in 16 games for the Italian side this season, was suffered a lesion of the ligament during training on Wednesday.",salah who has nine goals in 16 games for the italian side this season was suffered a lesion of the ligament during training on wednesday,25,True,True,True,7,,,,,,
summary-08,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,8,InstructDavinci,8,0.36,"Cambridgeshire Police said one casualty was taken to hospital by air ambulance, while two others made their own way for treatment. It happened in Wentworth Street at around 15:00 GMT on Tuesday. Four people have been arrested. Police say the victims have serious but not life-threatening injuries. The area around the incident in the centre of Peterborough remains cordoned off. It's understood one victim has chest, leg and back injuries. The others have stomach and arm injuries. Police are appealing for witnesses.","One casualty was taken to hospital by air ambulance, while two others made their own way for treatment after a stabbing in Peterborough.",one casualty was taken to hospital by air ambulance while two others made their own way for treatment after a stabbing in peterborough,23,False,True,True,"One casualty was taken to hospital by air ambulance, while two others made their own way for treatment after an incident in Wentworth Street at around 15:00 GMT on Tuesday.",one casualty was taken to hospital by air ambulance while two others made their own way for treatment after an incident in wentworth street at around 1500 gmt on tuesday,30,True,True,True,10,0.33,3.33,4.67,1.0,4.67,5.0
summary-09,e0d789cfeee44eb7ade0c5fb2bd4b781,3f2765d5dac00b20a3159dc6f1432f53,9,InstructDavinci,8,0.02,"Residents reported hearing gunshots and a large part of the street in Greenvale was blocked off during the operation. Officers with assault rifles and in bomb disposal suits were seen entering one house and searching it. Australia has been on heightened alert for terrorist activity and has conducted several anti-terror raids in recent months. Authorities arrested five men last month, also in Melbourne, for allegedly planning an attack on an Anzac Day ceremony. Last September saw the country's biggest counter-terrorism operation, with more than 800 officers raiding homes in Sydney, and detaining 15 people.",A large part of the street in Greenvale was blocked off during an operation that saw officers with assault rifles and in bomb disposal suits enter one house and search it.,a large part of the street in greenvale was blocked off during an operation that saw officers with assault rifles and in bomb disposal suits enter one house and search it,31,True,True,True,A large part of the street in Greenvale was blocked off during an operation that saw officers with assault rifles and in bomb disposal suits enter one house and search it.,a large part of the street in greenvale was blocked off during an operation that saw officers with assault rifles and in bomb disposal suits enter one house and search it,31,True,True,True,0,1.0,4.33,4.67,1.0,4.33,4.67
summary-00,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,0,Jumbo,13,0.15,"Canada presents a chance for Lewis Hamilton to close the gap on the great Michael Schumacher's record of seven wins there, as the Briton searches for a sixth pole and sixth win. And add to that the small matter of a 25-point deficit to chip into at the top of the drivers' championship. So, make your qualifying top three predictions below... then come back over on Sunday to select your race top 10. Pick who you think will master qualifying for Sunday's Canadian Grand Prix",Lewis Hamilton has the chance to close the gap on Michael Schumacher's record seven wins in Canada.,lewis hamilton has the chance to close the gap on michael schumachers record seven wins in canada,17,True,True,True,Lewis Hamilton has the chance to close the gap on Michael Schumacher's record seven wins in Canada. He is looking for a sixth win.,lewis hamilton has the chance to close the gap on michael schumachers record seven wins in canada he is looking for a sixth win,24,True,True,True,7,,,,,,
summary-01,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,1,Jumbo,13,0.12,"The eggs were produced by the mating pair Monty and Glesni, who have previously produced four eggs in the last three years. This batch of eggs was first spotted at the Cors Dyfi nature reserve near Machynlleth in Powys on 25 April. The first chick hatched last Friday, with the second appearing on Sunday followed by the third late on Tuesday. It was the first time Glesni had laid three eggs, the Dyfi Osprey Project said. The chicks have been named Bob 1, 2 and 3. Another nesting pair in the Glaslyn Osprey Project, near Porthmadog, is currently incubating two eggs",Three chicks have hatched in an osprey nest in Wales.,three chicks have hatched in an osprey nest in wales,10,True,True,True,Three chicks have hatched in an osprey nest in Wales. This is the first time it has happened.,three chicks have hatched in an osprey nest in wales this is the first time it has happened,18,True,True,True,8,,,,,,
summary-02,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,2,Jumbo,13,0.2,"Hylton joined Luton on a two-year deal in May 2016 after rejecting a new contract at Oxford United. The 27-year-old is the Hatters' top scorer this season, with 14 goals in 26 games in all competitions. ""This is a big signing for us and it's like a new one really because it secures him for us long-term,"" manager Nathan Jones told the club website. ""We got him in the summer and he's been a revelation, not only on the pitch but off it too with the way he is around the place.""",Luton Town have signed striker Danny Hylton from Oxford United on a three-year deal.,luton town have signed striker danny hylton from oxford united on a threeyear deal,14,True,True,True,Luton Town have signed striker Danny Hylton from Oxford United on a three-year deal. He will be there long-term.,luton town have signed striker danny hylton from oxford united on a threeyear deal he will be there longterm,19,True,True,True,5,,,,,,
summary-03,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,3,Jumbo,13,0.14,"World number nine O'Sullivan, 40, rallied from 4-3 down to win 6-4, finishing with a 101 break against the Norwegian world number 42. O'Sullivan will face fellow Englishman Michael Holt in round three, in the richest tournament outside the UK. Defending champion John Higgins beat Jak Jones 6-2 in Daqing. World champion and number one Mark Selby also won 6-2 against John Astley. Stuart Bingham, Judd Trump, Shaun Murphy, Ding Junhui and Neil Robertson also made it through to the third round. On Monday, five-time world champion O'Sullivan said he was ""not good enough"" to compete with the top players.",Ronnie O'Sullivan won his first-round match at the China Open.,ronnie osullivan won his firstround match at the china open,10,True,True,True,Ronnie O'Sullivan won his first-round match at the China Open. He will face Michael Holt later.,ronnie osullivan won his firstround match at the china open he will face michael holt later,16,True,True,True,6,,,,,,
summary-04,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,4,Jumbo,13,0.14,"A 43-year-old man was found at a house in Shirley Terrace, Gomersal, on Friday at about 18:30 GMT, said West Yorkshire Police. He had been attacked and was treated by paramedics but died at the scene, said the force. A 47-year-old woman and 26-year-old man have been arrested on suspicion of murder and are in police custody. Police are appealing for witnesses who saw anything around Shirley Terrace.",A man has died after being found at a West Yorkshire house.,a man has died after being found at a west yorkshire house,12,True,True,False,A man has died after being found at a West Yorkshire house. Police are looking for witnesses.,a man has died after being found at a west yorkshire house police are looking for witnesses,17,True,True,True,5,,,,,,
summary-05,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,5,Jumbo,13,0.14,"The victim was walking along Bridgefoot Street in the south west inner city at about 16.10 local time on Friday, when a gunman approached him. He was shot a number of times and was taken to St James Hospital, where he was later pronounced dead. The gunman is believed to have left the scene in a silver or grey coloured Mercedes Benz CLA. The car, which had been stolen from Navan Road on Thursday, was driven by a second man. It was discovered, burnt out, at Spitalfields, close to Dublin's Carman's Hall. A firearm was recovered close to the scene by GardaÃ­ (Irish police) and will be forensically examined. The scene of the shooting has been cordoned off.",A man has been shot dead in Dublin.,a man has been shot dead in dublin,8,True,True,True,A man has been shot dead in Dublin. Someone left the scene in a Mercedes.,a man has been shot dead in dublin someone left the scene in a mercedes,15,True,True,True,7,,,,,,
summary-06,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,6,Jumbo,13,0.25,"Graham Wagg is named in the team - who have not won yet this season - despite suffering an arm injury in Bristol, while Craig Meschede returns. Essex's Nick Browne has recovered from a groin strain suffered during his career-best 255 against Derbyshire. Experienced seamer David Masters replaces Aaron Beard. Essex are the only side in the division to have won twice this season. Glamorgan: Rudolph (c), Wallace (wk), Bragg, Cooke, Donald, Lloyd, Wagg, Meschede, Salter, Van der Gugten, Hogan. Essex:  Browne, Mickleburgh, Westley, Bopara, Lawrence, Ryder, ten Doeschate (c), Foster (wk), Napier, Masters, Porter.",Essex have named an unchanged team for their County Championship match against Glamorgan.,essex have named an unchanged team for their county championship match against glamorgan,13,True,True,True,Essex have named an unchanged team for their County Championship match against Glamorgan. Nick Browne suffered a groin strain.,essex have named an unchanged team for their county championship match against glamorgan nick browne suffered a groin strain,19,True,True,True,6,,,,,,
summary-07,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,7,Jumbo,13,0.19,"Alex Henshall, 22, who played for Ipswich Town, was caught on Commercial Road, Ipswich, The Kilmarnock winger, who played for England's youth team, was also given six penalty points by magistrates. He was ordered to pay a Â£40 victim surcharge, fined Â£395 with court costs of Â£150. Henshall, also formerly of Swindon Town, did not appear at Ipswich Magistrates' Court, but his solicitor submitted a letter to the court in which he admitted the offence which occurred on 7 September, last year.",A footballer has been fined for drink-driving.,a footballer has been fined for drinkdriving,7,True,True,True,A footballer has been fined for drink-driving. The offence occurred last September.,a footballer has been fined for drinkdriving the offence occurred last september,12,True,True,True,5,,,,,,
summary-08,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,8,Jumbo,13,0.16,"Ashurst, 24, has made 17 league appearances, scoring four tries for Iestyn Harris's side this season. He joined the Red Devils from St Helens in October 2011 and joins Craig Hall and Mickael Simon in James Webster's squad at Belle Vue for next term. ""I'm excited for a new challenge,"" said former Chorley Panther Ashurst. ""Webbo [Webster] really sold the club to me and the work ethic that is in place there - and I'm just looking to come and work hard and do my part for the squad.""",A rugby league player has signed for Belle Vue.,a rugby league player has signed for belle vue,9,True,True,True,A rugby league player has signed for Belle Vue. He is joining the squad for next term.,a rugby league player has signed for belle vue he is joining the squad for next term,17,True,True,True,8,,,,,,
summary-09,b293c0b362964e4baff80bbb948b4393,9cab0b70602ada54d34062999dfc98d7,9,Jumbo,13,0.18,"IG Doors is building a new 18,000 sq m (193,750 sq ft) manufacturing facility in Oakdale, Caerphilly county. The company said the development will protect 140 existing jobs and eventually boost its staff to 400. Work on the development begins on Wednesday and managing director Mark Pulman described it as a ""significant investment"". The development was part-funded by the Welsh government, which contributed Â£1m. IG Doors supplies the house building industry and currently has a site in Cwmbran, Torfaen. Mr Pulman added: ""This is a major development for the region and one we are very excited to be a part of.""",IG Doors is building a new factory in Wales.,ig doors is building a new factory in wales,9,True,True,True,IG Doors is building a new factory in Wales. It is a significant investment for the region.,ig doors is building a new factory in wales it is a significant investment for the region,17,True,True,True,8,,,,,,
summary-00,bf3281a75e4343cd97d3d5c64c6cb6c3,3f2765d5dac00b20a3159dc6f1432f53,0,InstructBabbage,18,0.07,"Allan Bryant, 23, went missing after a night out at Styx nightclub in his home town of Glenrothes on 3 November 2013. On Monday, Allan Bryant Snr was charged with breach of the peace. Police are searching a house in Barnton Place, Glenrothes. His parents believe he has been murdered. A Police Scotland spokeswoman said: ""Police in Glenrothes have charged a 51-year-old man in connection with a breach of the peace that happened in Barnton Place, Glenrothes. ""The incident happened on Monday 26 June. ""He will appear in court at a later date.""","Allan Bryant, 23, went missing after a night out at Styx nightclub in his home town of Glenrothes on 3 November 2013.",allan bryant 23 went missing after a night out at styx nightclub in his home town of glenrothes on 3 november 2013,22,True,True,True,"Allan Bryant, 23, went missing after a night out at Styx nightclub in his home town of Glenrothes on 3 November 2013.",allan bryant 23 went missing after a night out at styx nightclub in his home town of glenrothes on 3 november 2013,22,True,True,True,0,1.0,4.67,4.67,1.0,4.67,4.67
summary-01,bf3281a75e4343cd97d3d5c64c6cb6c3,3f2765d5dac00b20a3159dc6f1432f53,1,InstructBabbage,18,0.3,"The private chartered aircraft was travelling from Istanbul in Turkey when it was diverted to Budapest, Hungary. A second plane was sent from Istanbul to pick the team up from Budapest and take them to Manchester. The Turkish side play United at Old Trafford at 20:05 BST. The club said on Twitter there was ""nothing alarming"" after the incident. United tweeted in reply: ""Wishing you a safe trip for the rest of your journey to Manchester. See you soon!"" Fenerbahce, who are ninth in Turkey's Super Lig, are top of Group A of the Europa League, a point ahead of third-placed United. Fenerbahce's team includes former United striker Robin van Persie and ex-Liverpool defender Martin Skrtel.","A private chartered aircraft was travelling from Istanbul in Turkey when it was diverted to Budapest, Hungary.",a private chartered aircraft was travelling from istanbul in turkey when it was diverted to budapest hungary,17,True,True,True,"A private chartered aircraft was travelling from Istanbul in Turkey when it was diverted to Budapest, Hungary.",a private chartered aircraft was travelling from istanbul in turkey when it was diverted to budapest hungary,17,True,True,True,0,,,,,,
summary-02,bf3281a75e4343cd97d3d5c64c6cb6c3,3f2765d5dac00b20a3159dc6f1432f53,2,InstructBabbage,18,0.12,"Hampshire Police said the burglary happened on Hayling Island overnight on 18 April between 22:30 BST and 06:00 BST. The burglar took a handbag, a set of car keys, and an Audi Quattro S3 worth Â£30,000. The urn containing the ashes - which was in the car - was later left outside the woman's back door. Det Con Jamie Fagan said: ""The ashes of the lady's late mother were carefully left outside the back door. ""Whoever is responsible may have returned at a different time to do this after the burglary had taken place.""",A burglary happened on Hayling Island overnight on 18 April between 22:30 BST and 06:00 BST.,a burglary happened on hayling island overnight on 18 april between 2230 bst and 0600 bst,16,True,True,True,A burglary happened on Hayling Island overnight on 18 April between 22:30 BST and 06:00 BST.,a burglary happened on hayling island overnight on 18 april between 2230 bst and 0600 bst,16,True,True,True,0,,,,,,
summary-03,bf3281a75e4343cd97d3d5c64c6cb6c3,3f2765d5dac00b20a3159dc6f1432f53,3,InstructBabbage,18,0.25,"The takeover by Campari values Societe des Produits Marnier Lapostolle at â‚¬684m (Â£536m). In a statement, Campari said it had offered to buy shares in cash for â‚¬8.05 each, a 60% premium to the stock value. It said the acquisition ""perfectly"" fitted its growth strategy. Campari, the world's sixth largest spirits company, hopes the French brand will help it take advantage of a renewed interest in classic cocktails, especially in the US. Grand Marnier is an orange-flavoured cognac liqueur, originally created in 1880, by Louis-Alexandre Marnier Lapostolle. Its owners say that a bottle of Grand Marnier is sold every three seconds around the world.",The takeover by Campari values Societe des Produits Marnier Lapostolle at â‚¬684m (Â£536m).,the takeover by campari values societe des produits marnier lapostolle at â‚¬684m â£536m,13,True,True,True,The takeover by Campari values Societe des Produits Marnier Lapostolle at â‚¬684m (Â£536m).,the takeover by campari values societe des produits marnier lapostolle at â‚¬684m â£536m,13,True,True,True,0,0.67,4.33,3.67,0.67,4.33,3.67
summary-04,bf3281a75e4343cd97d3d5c64c6cb6c3,3f2765d5dac00b20a3159dc6f1432f53,4,InstructBabbage,18,0.03,"Burke, 18, has made three Europa League appearances for the Hammers this season and has signed a one-month deal. Evans, 21, who will stay with the Bantams until 9 January, has made 46 league appearances for Wolves since joining from Newport in January 2013. The pair could make their debuts for the Bantams in Saturday's trip to Yorkshire rivals Barnsley. Find all the latest football transfers on our dedicated page.","Burke, 18, has made three Europa League appearances for the Hammers this season and has signed a one-month deal.",burke 18 has made three europa league appearances for the hammers this season and has signed a onemonth deal,19,True,True,True,"Burke, 18, has made three Europa League appearances for the Hammers this season and has signed a one-month deal.",burke 18 has made three europa league appearances for the hammers this season and has signed a onemonth deal,19,True,True,True,0,,,,,,
summary-05,bf3281a75e4343cd97d3d5c64c6cb6c3,3f2765d5dac00b20a3159dc6f1432f53,5,InstructBabbage,18,0.14,"Built at a cost of Â£0.5bn, Britannia was officially named by the Queen in a ceremony in Southampton in March. The ship, carrying about 5,000 passengers, anchored off Newhaven, near Leith in Edinburgh, on Wednesday. It has now arrived at Invergordon in Easter Ross and some of the thousands of holidaymakers have been making day trips into Inverness. The 141,000-tonne, Italian-built ship has a 94m (308ft) Union Jack on its bow and is operated by P&O. Its voyage around the British Isles has been described as a ""lap of honour"". While anchored off Newhaven, the ship was visited by Edinburgh's Deputy Lord Provost Steve Cardownie.",Britannia was officially named by the Queen in a ceremony in Southampton in March.,britannia was officially named by the queen in a ceremony in southampton in march,14,True,True,True,The ship Britannia was officially named by the Queen in a ceremony in Southampton in March.,the ship britannia was officially named by the queen in a ceremony in southampton in march,16,True,True,True,2,1.0,3.67,5.0,1.0,4.33,4.67
summary-06,bf3281a75e4343cd97d3d5c64c6cb6c3,3f2765d5dac00b20a3159dc6f1432f53,6,InstructBabbage,18,0.09,"Ian Ruddock was accused of murdering five-week-old Olivia at his home in Clarkston, East Renfrewshire, in 2011. But a jury at the High Court in Edinburgh found him guilty of a reduced charge of culpable homicide. Ruddock was also found guilty of the attempted murder of a baby boy in Glasgow in 2013. Sentence was deferred and he was remanded in custody.","Ian Ruddock was accused of murdering five-week-old Olivia at his home in Clarkston, East Renfrewshire, in 2011.",ian ruddock was accused of murdering fiveweekold olivia at his home in clarkston east renfrewshire in 2011,17,True,True,True,"Ian Ruddock was accused of murdering five-week-old Olivia at his home in Clarkston, East Renfrewshire, in 2011.",ian ruddock was accused of murdering fiveweekold olivia at his home in clarkston east renfrewshire in 2011,17,True,True,True,0,1.0,4.0,5.0,1.0,4.0,5.0
